OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,ZipCode,TaxParcelIdentificationNumber,CouncilDistrictCode,Neighborhood,NumberofBuildings,NumberofFloors,PropertyGFATotal,ListOfAllPropertyUseTypes,LargestPropertyUseType,ENERGYSTARScore,SiteEUIWN(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUseWN(kBtu),Electricity(kWh),ComplianceStatus,TotalGHGEmissions,GHGEmissionsIntensity,Âgebâtiment,out_clas,consumption_rate_Electricity,consumption_rate_Gas,consumption_rate_Steam,GFABuildingRate,GFAParkingRate,GFAPerBuilding,GFAPerFloor
529,2016,NonResidential,Small- and Mid-Sized Office,98107.0,2767701055,6,BALLARD,1.0,6,94033,"Multifamily Housing, Non-Refrigerated Warehouse, Office, Parking, Retail Store",Office,,60.20000076,134.5,5055586.0,841456.8125,Compliant,120.24,1.28,91,Low,High Usage,High Usage,Low Usage,0.93407,0.06593,94033.0,15672.167
532,2016,NonResidential,Other,98107.0,2768303229,6,BALLARD,1.0,5,322869,"Parking, Retail Store",Parking,,134.8000031,312.7000122,17628306.0,3138366.25,Compliant,413.35,1.28,8,Low,High Usage,High Usage,Low Usage,0.4349,0.5651,322869.0,64573.8
536,2016,NonResidential,Self-Storage Facility,98119.0,2771604950,7,MAGNOLIA / QUEEN ANNE,1.0,3,94470,Self-Storage Facility,Self-Storage Facility,,12.60000038,22.89999962,1187738.375,126863.7031,Compliant,33.18,0.35,60,Low,High Usage,High Usage,Low Usage,1.0,0.0,94470.0,31490.0
538,2016,NonResidential,Large Office,98104.0,5247801292,2,DOWNTOWN,1.0,10,181694,"Office, Other, Parking",Office,88.0,50.90000153,159.6999969,7783714.5,2238565.5,Compliant,53.25,0.29,14,Low,High Usage,Low Usage,Low Usage,0.78983,0.21017,181694.0,18169.4
543,2016,NonResidential,Distribution Center,98168.0,5367204080,2,GREATER DUWAMISH,1.0,1,124472,"Distribution Center, Parking",Distribution Center,62.0,51.0,72.80000305,6345882.5,335860.8125,Compliant,237.36,1.91,49,Low,High Usage,High Usage,Low Usage,1.0,0.0,124472.0,124472.0
774,2016,NonResidential,Large Office,98104.0,0942000590,7,DOWNTOWN,1.0,22,227556,"Office, Parking",Office,95.0,39.29999924,123.5,8950688.0,2489278.75,Compliant,59.21,0.26,46,Low,High Usage,Low Usage,Low Usage,0.56689,0.43311,227556.0,10343.455
544,2016,NonResidential,Distribution Center,98168.0,5367204080,2,GREATER DUWAMISH,1.0,1,50065,"Distribution Center, Parking",Distribution Center,72.0,35.09999847,71.90000153,1751500.375,245094.0938,Compliant,42.65,0.85,49,Low,High Usage,High Usage,Low Usage,1.0,0.0,50065.0,50065.0
545,2016,NonResidential,Distribution Center,98108.0,5367204505,2,GREATER DUWAMISH,1.0,1,57540,Distribution Center,Distribution Center,26.0,48.79999924,98.90000153,2808274.75,384226.5,Compliant,76.68,1.33,47,Low,High Usage,High Usage,Low Usage,1.0,0.0,57540.0,57540.0
548,2016,NonResidential,Small- and Mid-Sized Office,98108.0,5367204756,2,GREATER DUWAMISH,1.0,1,53250,"Office, Parking",Office,96.0,33.40000153,75.30000305,1760992.25,307202.0,Compliant,46.93,0.88,52,Low,High Usage,High Usage,Low Usage,1.0,0.0,53250.0,53250.0
551,2016,NonResidential,Mixed Use Property,98122.0,6003500510,3,EAST,1.0,2,75844,"Office, Other, Parking",Other,,66.40000153,194.8999939,3774978.5,998490.875,Compliant,38.48,0.51,89,Low,High Usage,High Usage,Low Usage,0.73725,0.26275,75844.0,37922.0
552,2016,NonResidential,Distribution Center,98134.0,6172900005,2,GREATER DUWAMISH,1.0,1,161678,Distribution Center,Distribution Center,25.0,62.09999847,145.5,10093972.0,1855803.75,Compliant,204.81,1.27,48,Low,High Usage,High Usage,Low Usage,1.0,0.0,161678.0,161678.0
553,2016,NonResidential,Distribution Center,98134.0,6172900010,2,GREATER DUWAMISH,1.0,1,101101,Distribution Center,Distribution Center,1.0,211.10000609999997,662.5,21341708.0,6383133.0,Compliant,152.71,1.51,67,Low,High Usage,High Usage,Low Usage,1.0,0.0,101101.0,101101.0
554,2016,NonResidential,Distribution Center,98134.0,6172900015,2,GREATER DUWAMISH,1.0,1,52613,Distribution Center,Distribution Center,80.0,20.70000076,40.29999924,1231121.75,154710.5,Compliant,32.02,0.61,36,Low,High Usage,High Usage,Low Usage,1.0,0.0,52613.0,52613.0
555,2016,NonResidential,Other,98134.0,6172900075,2,GREATER DUWAMISH,1.0,1,56608,"Office, Other",Other,,92.30000305,251.0,5246590.0,1246560.375,Compliant,74.31,1.31,76,Low,High Usage,High Usage,Low Usage,1.0,0.0,56608.0,56608.0
556,2016,NonResidential,Refrigerated Warehouse,98134.0,6172900230,2,GREATER DUWAMISH,1.0,1,104099,"Office, Parking, Refrigerated Warehouse",Refrigerated Warehouse,,167.3999939,515.2000122,17427156.0,5065566.0,Compliant,142.36,1.37,63,Low,High Usage,High Usage,Low Usage,1.0,0.0,104099.0,104099.0
557,2016,NonResidential,Supermarket / Grocery Store,98103.0,6431500015,5,NORTHWEST,1.0,1,58184,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,41.0,291.5,627.5999756,15076756.0,2331899.75,Compliant,414.43,7.12,13,Low,High Usage,High Usage,Low Usage,0.87196,0.12804,58184.0,58184.0
558,2016,NonResidential,Supermarket / Grocery Store,98155.0,6632300290,5,NORTH,1.0,1,58480,Supermarket/Grocery Store,Supermarket/Grocery Store,37.0,254.60000609999997,588.0,11311432.0,1998174.5,Compliant,272.54,4.66,36,Low,High Usage,High Usage,Low Usage,1.0,0.0,58480.0,58480.0
561,2016,NonResidential,Large Office,98109.0,6849700145,7,LAKE UNION,1.0,6,336700,"Office, Parking, Retail Store",Office,95.0,42.20000076,113.5,9200102.0,2308731.75,Compliant,54.92,0.16,11,Low,High Usage,Low Usage,Low Usage,0.62934,0.37066,336700.0,56116.667
562,2016,NonResidential,Retail Store,98109.0,6849700205,7,LAKE UNION,1.0,4,264008,Retail Store,Retail Store,42.0,105.59999850000001,262.3999939,10443463.0,2141824.75,Compliant,190.61,0.72,20,Low,High Usage,High Usage,Low Usage,0.39398,0.60602,264008.0,66002.0
563,2016,NonResidential,Small- and Mid-Sized Office,98144.0,7132300370,3,CENTRAL,1.0,2,62220,"Office, Other - Services, Parking",Office,32.0,87.80000305,275.2999878,5444253.5,1591859.875,Compliant,38.55,0.62,102,Low,High Usage,High Usage,Low Usage,1.0,0.0,62220.0,31110.0
564,2016,NonResidential,Small- and Mid-Sized Office,98144.0,7132800055,3,GREATER DUWAMISH,1.0,1,65430,"Office, Other",Office,89.0,52.09999847,107.59999850000001,3586460.5,499939.4063,Compliant,90.24,1.38,46,Low,High Usage,High Usage,Low Usage,1.0,0.0,65430.0,65430.0
565,2016,NonResidential,Large Office,98105.0,7174800132,4,NORTHEAST,1.0,3,102290,"Office, Parking",Office,26.0,73.0,224.3000031,6114351.5,1733053.0,Compliant,49.17,0.48,10,Low,High Usage,High Usage,Low Usage,0.5851,0.4149,102290.0,34096.667
566,2016,NonResidential,Other,98122.0,7234600985,3,CENTRAL,1.0,3,80004,Other,Other,,163.3999939,513.0,12232124.0,3585030.0,Compliant,85.28,1.07,90,Low,High Usage,Low Usage,Low Usage,1.0,0.0,80004.0,26668.0
568,2016,NonResidential,Warehouse,98108.0,7376600510,2,GREATER DUWAMISH,1.0,2,323916,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,92.0,27.10000038,51.29999924,8767252.0,1039884.313,Compliant,262.45,0.81,25,Low,High Usage,High Usage,Low Usage,1.0,0.0,323916.0,161958.0
569,2016,NonResidential,Mixed Use Property,98144.0,2829600110,2,GREATER DUWAMISH,1.0,14,304052,"Medical Office, Office, Parking",Office,66.0,70.30000305,203.8000031,21290090.0,5522715.0,Compliant,247.35,0.81,84,Low,High Usage,High Usage,Low Usage,1.0,0.0,304052.0,21718.0
570,2016,NonResidential,Small- and Mid-Sized Office,98102.0,2902201000,4,LAKE UNION,1.0,4,85385,"Data Center, Office, Parking",Office,,92.5,290.2999878,4910799.5,1422929.625,Compliant,33.85,0.4,38,Low,High Usage,Low Usage,Low Usage,0.63448,0.36552,85385.0,21346.25
571,2016,NonResidential,Distribution Center,98108.0,2924049109,1,GREATER DUWAMISH,1.0,2,98024,"Distribution Center, Office",Distribution Center,94.0,21.60000038,52.09999847,2109093.75,402414.0,Compliant,42.25,0.43,27,Low,High Usage,High Usage,Low Usage,1.0,0.0,98024.0,49012.0
572,2016,NonResidential,Mixed Use Property,98109.0,2925049094,7,LAKE UNION,1.0,1,65000,"Office, Other, Parking",Office,,91.90000153,208.8999939,2758081.75,472610.5,Compliant,63.89,0.98,88,Low,High Usage,High Usage,Low Usage,0.76923,0.23077,65000.0,65000.0
573,2016,NonResidential,Large Office,98109.0,2925049098,7,LAKE UNION,1.0,5,144573,"Office, Parking",Office,62.0,67.69999695,212.6999969,5318277.0,1504993.875,Compliant,35.8,0.25,26,Low,High Usage,Low Usage,Low Usage,0.53919,0.46081,144573.0,28914.6
574,2016,NonResidential,Retail Store,98125.0,2926049272,5,NORTH,1.0,2,302812,Retail Store,Retail Store,97.0,25.70000076,65.5,7783388.0,1638420.25,Compliant,129.29,0.43,66,Low,High Usage,High Usage,Low Usage,1.0,0.0,302812.0,151406.0
575,2016,NonResidential,Small- and Mid-Sized Office,98133.0,2926049277,5,NORTHWEST,1.0,5,86400,Office,Office,53.0,118.5,232.0,9266020.0,1198616.625,Compliant,293.55,3.4,42,Low,High Usage,High Usage,Low Usage,1.0,0.0,86400.0,17280.0
576,2016,NonResidential,Other,98125.0,2926049468,5,NORTH,0.0,2,98539,Strip Mall,Strip Mall,,55.79999924,170.3000031,5502264.5,1543474.25,Compliant,46.49,0.47,47,Low,High Usage,High Usage,Low Usage,1.0,0.0,inf,49269.5
577,2016,NonResidential,Small- and Mid-Sized Office,98144.0,2926049490,5,NORTHWEST,1.0,6,86483,"Office, Parking",Office,56.0,76.69999695,241.0,6636482.5,1864371.5,Compliant,44.35,0.51,35,Low,High Usage,Low Usage,Low Usage,1.0,0.0,86483.0,14413.833
579,2016,NonResidential,Warehouse,98106.0,3024049159,1,DELRIDGE,1.0,1,140520,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,61.0,17.79999924,38.20000076,2502923.5,384092.5938,Compliant,57.73,0.41,48,Low,High Usage,High Usage,Low Usage,1.0,0.0,140520.0,140520.0
580,2016,NonResidential,Large Office,98109.0,3025049001,7,MAGNOLIA / QUEEN ANNE,1.0,5,154029,"Office, Parking",Office,95.0,50.59999847,145.6999969,4636396.5,1190117.5,Compliant,58.88,0.38,30,Low,High Usage,High Usage,Low Usage,0.59501,0.40499,154029.0,30805.8
581,2016,NonResidential,Other,98133.0,3026049051,5,NORTHWEST,1.0,3,161789,"Medical Office, Parking",Parking,,101.0999985,317.10000610000003,7063953.5,2036226.75,Compliant,49.28,0.3,11,Low,High Usage,High Usage,Low Usage,0.43176,0.56824,161789.0,53929.667
582,2016,NonResidential,Medical Office,98133.0,3026049142,5,NORTHWEST,1.0,3,63909,"Medical Office, Retail Store",Medical Office,,74.59999847,234.1999969,4765753.5,1396762.25,Compliant,33.22,0.52,11,Low,High Usage,Low Usage,Low Usage,1.0,0.0,63909.0,21303.0
583,2016,NonResidential,Warehouse,98103.0,3126049011,5,NORTHWEST,1.0,2,53472,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,,18.70000076,33.70000076,1065308.875,111671.8984,Compliant,34.0,0.64,68,Low,High Usage,High Usage,Low Usage,1.0,0.0,53472.0,26736.0
584,2016,NonResidential,Warehouse,98108.0,3224049045,1,GREATER DUWAMISH,1.0,1,50417,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,14.0,42.59999847,80.19999695,2149815.75,250591.0938,Compliant,58.67,1.16,36,Low,High Usage,High Usage,Low Usage,1.0,0.0,50417.0,50417.0
585,2016,NonResidential,Medical Office,98133.0,3226049177,5,NORTHWEST,1.0,3,133298,Medical Office,Medical Office,21.0,120.3000031,308.2000122,16041286.0,3399819.0,Compliant,295.48,2.22,55,Low,High Usage,High Usage,Low Usage,1.0,0.0,133298.0,44432.667
586,2016,NonResidential,Retail Store,98125.0,3226049481,5,NORTH,1.0,2,168619,Retail Store,Retail Store,78.0,38.79999924,106.90000149999999,6718441.0,1599320.5,Compliant,91.1,0.54,51,Low,High Usage,High Usage,Low Usage,1.0,0.0,168619.0,84309.5
588,2016,NonResidential,Mixed Use Property,98102.0,3383900230,4,LAKE UNION,0.0,5,251827,"Laboratory, Office, Parking",Parking,,284.7000122,661.7000122000001,47837524.0,8544799.0,Compliant,1156.45,4.59,14,Low,High Usage,High Usage,Low Usage,0.55002,0.44998,inf,50365.4
589,2016,NonResidential,Large Office,98109.0,3481800010,7,LAKE UNION,1.0,4,175885,"Office, Parking",Office,91.0,62.40000153,195.8999939,6486377.5,1901048.25,Compliant,45.22,0.26,16,Low,High Usage,Low Usage,Low Usage,0.59414,0.40586,175885.0,43971.25
592,2016,NonResidential,Other,98134.0,3573200658,2,GREATER DUWAMISH,1.0,1,53040,Other,Other,,37.0,77.0,1901429.125,280178.0,Compliant,49.9,0.94,16,Low,High Usage,High Usage,Low Usage,0.21569,0.78431,53040.0,53040.0
594,2016,NonResidential,Other,98134.0,3573700130,2,GREATER DUWAMISH,0.0,1,110689,Other,Other,,25.20000076,33.20000076,2789899.0,104433.7969,Compliant,107.83,0.97,43,Low,High Usage,High Usage,Low Usage,1.0,0.0,inf,110689.0
596,2016,NonResidential,Small- and Mid-Sized Office,98134.0,3573700410,2,GREATER DUWAMISH,1.0,1,50008,Office,Office,62.0,67.59999847,163.8999939,3380481.5,665544.375,Compliant,65.3,1.31,78,Low,High Usage,High Usage,Low Usage,1.0,0.0,50008.0,50008.0
597,2016,NonResidential,Large Office,98119.0,3879902270,7,MAGNOLIA / QUEEN ANNE,1.0,4,291176,"Office, Parking",Office,98.0,34.20000076,106.59999850000001,6657348.5,1929988.0,Compliant,49.74,0.17,7,Low,High Usage,High Usage,Low Usage,0.65596,0.34404,291176.0,72794.0
598,2016,NonResidential,Warehouse,98134.0,3957900060,2,GREATER DUWAMISH,1.0,1,50832,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,63.0,50.20000076,77.90000153,2551022.25,179950.4063,Compliant,107.16,2.11,59,Low,High Usage,High Usage,Low Usage,1.0,0.0,50832.0,50832.0
600,2016,NonResidential,Warehouse,98134.0,3958900851,2,GREATER DUWAMISH,1.0,1,98480,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,65.0,29.39999962,81.30000305,2898646.0,704380.6875,Compliant,39.5,0.4,60,Low,High Usage,High Usage,Low Usage,1.0,0.0,98480.0,98480.0
